idx,class,conversation
3297,일상 대화,"좋은 저녁
비 온대
지금 어디야??!
점심 뭐 먹을까?
넵
그럼 이따 연락할게
좋은 저녁
비 온대
바빠?
내일 잠깐 볼 수 있어?"
3298,일상 대화,"좋은 저녁
추천해줄 만해??
정확히 뭐가 필요한 거야??
알겠어
진짜 고마워!
그럼 이따 연락할게
좋은 아침
추천해줄 만해?
혹시 다시 한 번 보내줄래?? ㅎㅎ
좋아
진짜 고마워"
3299,일상 대화,"오랜만
날씨 진짜 좋다
바빠?
내일 잠깐 볼 수 있어?
오케이
조심히 들어가 ㅎㅎ
좋은 저녁
오늘 춥다 ㅎㅎ
오늘 일정 어때? ㅎㅎ
주말에 뭐 할 거야?"
3300,일상 대화,"오랜만
비 온대
뭐 해??!
내일 잠깐 볼 수 있어?
확인했어
나중에 봐
좋은 아침
비 온대
뭐 해?
오늘 저녁 시간 돼??
확인했어"
3301,일상 대화,"오랜만 ㅎㅎ
이번 주 마감 괜찮겠어?
혹시 다시 한 번 보내줄래?
응응
감사합니다
조심히 들어가
오랜만
오늘까지 가능해?
장소는 어디로 할까??
넵
감사합니다"
3302,일상 대화,"좋은 저녁 ㅎㅎ
사이즈 어때?
정확히 뭐가 필요한 거야?
좋아
고마워!
나중에 봐
오랜만
배송은 빨라??
그거 말한 거 맞지?
응응 ㅎㅎ"
3303,일상 대화,"안녕
바빠?
주말에 뭐 할 거야??
정확히 뭐가 필요한 거야?
오케이
좋은 하루 보내
하이 ㅎㅎ
시간 괜찮아??
점심 뭐 먹을까?
그럼 몇 시가 좋아??!
넵"
3304,일상 대화,"하이
비 온대
뭐 해??
오늘 저녁 시간 돼?
확인했어 ㅎㅎ
좋은 하루 보내
좋은 저녁
비 온대
시간 괜찮아?
주말에 뭐 할 거야?
응응"
3305,일상 대화,"오랜만
오늘 춥다
뭐 해?
내일 잠깐 볼 수 있어?
확인했어
조심히 들어가
안녕하세요
오늘 춥다
바빠??
내일 잠깐 볼 수 있어?"
3306,일상 대화,"좋은 저녁!
시험 범위 정리했어? ㅎㅎ!
그럼 몇 시가 좋아??
좋아
감사합니다
그럼 이따 연락할게
안녕하세요
수업 자료 봤어?
혹시 다시 한 번 보내줄래?
오케이 ㅎㅎ
덕분에 살았다"
3307,일상 대화,"오랜만
오늘 춥다
뭐 해??
주말에 뭐 할 거야?
넵
좋은 하루 보내
하이
오늘 춥다
시간 괜찮아?
내일 잠깐 볼 수 있어??
좋아"
3308,일상 대화,"좋은 아침
비 온대
뭐 해??
주말에 뭐 할 거야? ㅎㅎ
좋아
조심히 들어가
안녕
비 온대
시간 괜찮아??
내일 잠깐 볼 수 있어?
확인했어
나중에 봐
안녕
비 온대"
3309,일상 대화,"하이
시험 범위 정리했어?
혹시 다시 한 번 보내줄래?
좋아
땡큐
좋은 하루 보내
좋은 아침 ㅎㅎ
수업 자료 봤어?
혹시 다시 한 번 보내줄래?
알겠어"
3310,일상 대화,"오랜만
그 건 일정 어떻게 돼??
장소는 어디로 할까??
확인했어
땡큐
내일 보자
오랜만
회의 자료 다 됐어?
그거 말한 거 맞지?
확인했어 ㅎㅎ"
3311,일상 대화,"좋은 아침
오늘 춥다
지금 어디야??
오늘 저녁 시간 돼?!
응응
나중에 봐
오랜만
오늘 춥다
바빠??
주말에 뭐 할 거야?"
3312,일상 대화,"안녕
파일 공유해줄 수 있어?
정확히 뭐가 필요한 거야?
알겠어
고마워!
내일 보자
좋은 아침
그 건 일정 어떻게 돼??
장소는 어디로 할까?
알겠어!"
3313,일상 대화,"안녕하세요
오늘 춥다
오늘 일정 어때?
내일 잠깐 볼 수 있어??
넵
내일 보자
오랜만
날씨 진짜 좋다
지금 어디야??
주말에 뭐 할 거야?"
3314,일상 대화,"하이
시험 범위 정리했어? ㅎㅎ!
그럼 몇 시가 좋아?
넵 ㅎㅎ
진짜 고마워
좋은 하루 보내
좋은 저녁
교수님 공지 봤어??
장소는 어디로 할까?
확인했어"
3315,일상 대화,"안녕 ㅎㅎ
시간 괜찮아?
오늘 저녁 시간 돼?
혹시 다시 한 번 보내줄래?
좋아
조심히 들어가 ㅎㅎ
오랜만
지금 어디야?
커피 한 잔 할래?
혹시 다시 한 번 보내줄래?
넵"
3316,일상 대화,"안녕하세요
시간 괜찮아??
커피 한 잔 할래?
그거 말한 거 맞지?
확인했어
조심히 들어가
안녕하세요
바빠?? ㅎㅎ
내일 잠깐 볼 수 있어?
혹시 다시 한 번 보내줄래?"
3317,일상 대화,"하이
그거 어디서 샀어?
정확히 뭐가 필요한 거야?
알겠어
진짜 고마워
내일 보자
오랜만 ㅎㅎ
사이즈 어때?
정확히 뭐가 필요한 거야?
좋아
고마워!"
3318,일상 대화,"하이 ㅎㅎ
날씨 진짜 좋다
시간 괜찮아?
내일 잠깐 볼 수 있어?
응응
조심히 들어가
안녕
오늘 춥다
오늘 일정 어때?
주말에 뭐 할 거야?
알겠어"
3319,일상 대화,"좋은 아침!
비 온대
뭐 해??
주말에 뭐 할 거야?
좋아
나중에 봐
안녕
오늘 춥다
지금 어디야?
내일 잠깐 볼 수 있어??"
3320,일상 대화,"안녕하세요
오늘 춥다
지금 어디야?
오늘 저녁 시간 돼?? ㅎㅎ
알겠어!
그럼 이따 연락할게
하이 ㅎㅎ!
비 온대
시간 괜찮아?!
점심 뭐 먹을까??"
3321,일상 대화,"안녕
오늘까지 가능해?
정확히 뭐가 필요한 거야??
오케이
덕분에 살았다
내일 보자
하이
오늘까지 가능해??
혹시 다시 한 번 보내줄래?
오케이!"
3322,일상 대화,"안녕
오늘 춥다
뭐 해?
오늘 저녁 시간 돼?
응응
내일 보자
오랜만
오늘 춥다
지금 어디야?
점심 뭐 먹을까?"
3323,일상 대화,"좋은 아침
오늘 일정 어때??
커피 한 잔 할래?
정확히 뭐가 필요한 거야?
넵
그럼 이따 연락할게
안녕하세요
오늘 일정 어때?
주말에 뭐 할 거야??
장소는 어디로 할까?"
3324,일상 대화,"안녕
스터디 언제 할래?
혹시 다시 한 번 보내줄래??
응응
진짜 고마워
조심히 들어가
오랜만
과제 어디까지 했어? ㅎㅎ
그거 말한 거 맞지?!
넵"
3325,일상 대화,"오랜만!
오늘 춥다!
지금 어디야??
주말에 뭐 할 거야?
좋아
좋은 하루 보내
좋은 저녁
비 온대
지금 어디야??!
내일 잠깐 볼 수 있어?
알겠어 ㅎㅎ"
3326,일상 대화,"안녕
오늘 춥다
시간 괜찮아?!
커피 한 잔 할래?
응응
조심히 들어가
오랜만
날씨 진짜 좋다 ㅎㅎ
뭐 해? ㅎㅎ"
3327,일상 대화,"오랜만
배송은 빨라?
정확히 뭐가 필요한 거야? ㅎㅎ
알겠어
감사합니다
그럼 이따 연락할게!
좋은 저녁
배송은 빨라?
혹시 다시 한 번 보내줄래??
알겠어"
3328,일상 대화,"하이
비 온대
뭐 해?
주말에 뭐 할 거야?
확인했어
내일 보자
오랜만
날씨 진짜 좋다
지금 어디야??
내일 잠깐 볼 수 있어?"
3329,일상 대화,"안녕하세요
오늘 일정 어때?? ㅎㅎ
점심 뭐 먹을까?
그럼 몇 시가 좋아?
응응
조심히 들어가
좋은 아침!
뭐 해??
커피 한 잔 할래??
정확히 뭐가 필요한 거야?"
3330,일상 대화,"안녕
오늘 춥다
지금 어디야?
점심 뭐 먹을까?? ㅎㅎ!
넵
그럼 이따 연락할게
좋은 저녁
날씨 진짜 좋다
뭐 해?
오늘 저녁 시간 돼??"
3331,일상 대화,"오랜만
사이즈 어때?
그럼 몇 시가 좋아??
응응
진짜 고마워
그럼 이따 연락할게
안녕하세요
그거 어디서 샀어?!
혹시 다시 한 번 보내줄래? ㅎㅎ
좋아"
3332,일상 대화,"오랜만
추천해줄 만해? ㅎㅎ
정확히 뭐가 필요한 거야??
넵
땡큐
그럼 이따 연락할게
좋은 저녁
추천해줄 만해?
그럼 몇 시가 좋아??
알겠어"
3333,일상 대화,"안녕하세요
비 온대
시간 괜찮아?
내일 잠깐 볼 수 있어?
확인했어 ㅎㅎ
나중에 봐
안녕하세요
비 온대
오늘 일정 어때?
내일 잠깐 볼 수 있어?
오케이!"
3334,일상 대화,"좋은 저녁
교수님 공지 봤어??
장소는 어디로 할까?
확인했어!
땡큐
조심히 들어가 ㅎㅎ
하이
시험 범위 정리했어? ㅎㅎ
정확히 뭐가 필요한 거야?"
3335,일상 대화,"오랜만
수업 자료 봤어?
그거 말한 거 맞지? ㅎㅎ
확인했어
고마워!
그럼 이따 연락할게
좋은 저녁
수업 자료 봤어??
그럼 몇 시가 좋아??
응응
감사합니다
나중에 봐"
3336,일상 대화,"좋은 저녁
날씨 진짜 좋다
지금 어디야?
오늘 저녁 시간 돼??
응응
좋은 하루 보내
좋은 아침
오늘 춥다
시간 괜찮아?
커피 한 잔 할래?
오케이"
3337,일상 대화,"안녕하세요
가격 괜찮아??
혹시 다시 한 번 보내줄래? ㅎㅎ
좋아
덕분에 살았다
조심히 들어가
하이
그거 어디서 샀어?
혹시 다시 한 번 보내줄래?
응응"
3338,일상 대화,"하이
파일 공유해줄 수 있어?
정확히 뭐가 필요한 거야?
응응
감사합니다
그럼 이따 연락할게
안녕
이번 주 마감 괜찮겠어?
혹시 다시 한 번 보내줄래?
오케이"
3339,일상 대화,"좋은 아침
추천해줄 만해? ㅎㅎ!
그거 말한 거 맞지?
알겠어
감사합니다
내일 보자 ㅎㅎ
오랜만
가격 괜찮아? ㅎㅎ
혹시 다시 한 번 보내줄래?
좋아
감사합니다!
그럼 이따 연락할게"
3340,일상 대화,"안녕
바빠?
내일 잠깐 볼 수 있어?
장소는 어디로 할까?
넵
좋은 하루 보내
안녕하세요
뭐 해??
오늘 저녁 시간 돼? ㅎㅎ
혹시 다시 한 번 보내줄래?"
3341,일상 대화,"좋은 저녁
그 건 일정 어떻게 돼?
장소는 어디로 할까?? ㅎㅎ
좋아
덕분에 살았다
조심히 들어가
오랜만
회의 자료 다 됐어?
혹시 다시 한 번 보내줄래?
응응
덕분에 살았다"
3342,일상 대화,"오랜만 ㅎㅎ
오늘 춥다
지금 어디야?
오늘 저녁 시간 돼? ㅎㅎ
넵!
좋은 하루 보내
오랜만
비 온대
지금 어디야??
내일 잠깐 볼 수 있어?"
3343,일상 대화,"안녕
비 온대 ㅎㅎ
오늘 일정 어때?
점심 뭐 먹을까??
오케이
나중에 봐
오랜만
비 온대
오늘 일정 어때?
오늘 저녁 시간 돼?"
3344,일상 대화,"오랜만 ㅎㅎ
지금 어디야?
내일 잠깐 볼 수 있어??
정확히 뭐가 필요한 거야?
응응
좋은 하루 보내
좋은 아침
바빠??
내일 잠깐 볼 수 있어?!"
3345,일상 대화,"하이
오늘 일정 어때?
내일 잠깐 볼 수 있어?
그거 말한 거 맞지?
오케이
나중에 봐
오랜만
뭐 해?
내일 잠깐 볼 수 있어?
정확히 뭐가 필요한 거야?
확인했어"
3346,일상 대화,"좋은 아침
가격 괜찮아??
그럼 몇 시가 좋아?
좋아
땡큐
그럼 이따 연락할게
좋은 저녁
추천해줄 만해??!
혹시 다시 한 번 보내줄래? ㅎㅎ
확인했어"
3347,일상 대화,"오랜만
날씨 진짜 좋다
오늘 일정 어때?
주말에 뭐 할 거야??
넵
그럼 이따 연락할게 ㅎㅎ
하이
오늘 춥다
뭐 해??
내일 잠깐 볼 수 있어? ㅎㅎ"
3348,일상 대화,"좋은 저녁
비 온대
지금 어디야??
커피 한 잔 할래? ㅎㅎ
알겠어
그럼 이따 연락할게
오랜만
비 온대
뭐 해?
주말에 뭐 할 거야??"
3349,일상 대화,"오랜만
수업 자료 봤어?
정확히 뭐가 필요한 거야??
알겠어
진짜 고마워
나중에 봐 ㅎㅎ
하이
시험 범위 정리했어?? ㅎㅎ
그럼 몇 시가 좋아? ㅎㅎ"
3350,일상 대화,"안녕
수업 자료 봤어??
그거 말한 거 맞지??
응응
덕분에 살았다
좋은 하루 보내
안녕하세요
과제 어디까지 했어?
장소는 어디로 할까? ㅎㅎ
넵
땡큐"
3351,일상 대화,"오랜만
추천해줄 만해?
그거 말한 거 맞지?
확인했어
진짜 고마워 ㅎㅎ
조심히 들어가
안녕하세요
사이즈 어때?
그거 말한 거 맞지?
알겠어"
3352,일상 대화,"좋은 아침
그 건 일정 어떻게 돼?
장소는 어디로 할까?
알겠어
땡큐
좋은 하루 보내
안녕
회의 자료 다 됐어?
그럼 몇 시가 좋아??
확인했어"
3353,일상 대화,"하이
교수님 공지 봤어??
장소는 어디로 할까? ㅎㅎ
좋아
감사합니다
그럼 이따 연락할게
하이
교수님 공지 봤어??
혹시 다시 한 번 보내줄래?
확인했어 ㅎㅎ"
3354,일상 대화,"안녕하세요
오늘 춥다
오늘 일정 어때?
점심 뭐 먹을까?
알겠어
그럼 이따 연락할게
오랜만
비 온대
뭐 해??
내일 잠깐 볼 수 있어??"
3355,일상 대화,"오랜만
스터디 언제 할래? ㅎㅎ
혹시 다시 한 번 보내줄래?
넵 ㅎㅎ
고마워!
조심히 들어가
좋은 아침
시험 범위 정리했어?
그럼 몇 시가 좋아?? ㅎㅎ
넵"
3356,일상 대화,"좋은 아침
시간 괜찮아?
주말에 뭐 할 거야?
그럼 몇 시가 좋아?
좋아
나중에 봐!
하이
지금 어디야??
점심 뭐 먹을까?
그거 말한 거 맞지?"
3357,일상 대화,"오랜만
가격 괜찮아??
장소는 어디로 할까?
넵
감사합니다 ㅎㅎ
내일 보자
좋은 아침
가격 괜찮아?
장소는 어디로 할까??
응응"
3358,일상 대화,"오랜만
수업 자료 봤어?
그거 말한 거 맞지?
알겠어
진짜 고마워
내일 보자
안녕하세요 ㅎㅎ
시험 범위 정리했어?
장소는 어디로 할까??!
알겠어"
3359,일상 대화,"좋은 아침
비 온대
시간 괜찮아??
점심 뭐 먹을까?!
넵
내일 보자
하이
비 온대
지금 어디야??!
오늘 저녁 시간 돼??
확인했어"
3360,일상 대화,"하이
그 건 일정 어떻게 돼??
그거 말한 거 맞지?
좋아
진짜 고마워
나중에 봐!
안녕하세요
파일 공유해줄 수 있어?
장소는 어디로 할까?
응응"
3361,일상 대화,"안녕하세요
그 건 일정 어떻게 돼?
그거 말한 거 맞지? ㅎㅎ
좋아
진짜 고마워
내일 보자
좋은 아침
그 건 일정 어떻게 돼??
장소는 어디로 할까?
좋아!"
3362,일상 대화,"안녕하세요
날씨 진짜 좋다!
바빠?
내일 잠깐 볼 수 있어?
응응
조심히 들어가
안녕하세요
비 온대
바빠? ㅎㅎ
오늘 저녁 시간 돼?
응응"
3363,일상 대화,"하이
그거 어디서 샀어??
그거 말한 거 맞지??
오케이
감사합니다
내일 보자 ㅎㅎ
좋은 저녁 ㅎㅎ
사이즈 어때?
그거 말한 거 맞지?
알겠어
고마워!"
3364,일상 대화,"하이
사이즈 어때?
그럼 몇 시가 좋아?
확인했어
감사합니다
그럼 이따 연락할게
안녕
추천해줄 만해?
정확히 뭐가 필요한 거야?
좋아 ㅎㅎ"
3365,일상 대화,"좋은 저녁
뭐 해?
오늘 저녁 시간 돼??
장소는 어디로 할까?!
알겠어
나중에 봐
좋은 아침
바빠?
내일 잠깐 볼 수 있어?
혹시 다시 한 번 보내줄래?"
3366,일상 대화,"안녕 ㅎㅎ
이번 주 마감 괜찮겠어?!
장소는 어디로 할까?
오케이
고마워!
내일 보자
하이
회의 자료 다 됐어?
그거 말한 거 맞지?
확인했어
땡큐"
3367,일상 대화,"안녕!
오늘 춥다
지금 어디야?? ㅎㅎ
주말에 뭐 할 거야?
오케이!
내일 보자!
좋은 아침
오늘 춥다
바빠?
내일 잠깐 볼 수 있어?
알겠어"
3368,일상 대화,"하이
바빠??
점심 뭐 먹을까??
혹시 다시 한 번 보내줄래??
확인했어
내일 보자
안녕하세요!
바빠?
점심 뭐 먹을까?
그거 말한 거 맞지?"
3369,일상 대화,"안녕
오늘까지 가능해?
그럼 몇 시가 좋아??
응응
진짜 고마워
그럼 이따 연락할게
오랜만
파일 공유해줄 수 있어?
그거 말한 거 맞지?
응응"
3370,일상 대화,"안녕하세요
오늘 춥다
지금 어디야?
커피 한 잔 할래?
좋아
내일 보자
오랜만
오늘 춥다!
뭐 해?
점심 뭐 먹을까?"
3371,일상 대화,"안녕 ㅎㅎ
비 온대
오늘 일정 어때?
오늘 저녁 시간 돼?
응응
나중에 봐
안녕
날씨 진짜 좋다"
3372,일상 대화,"좋은 아침
오늘 일정 어때??
커피 한 잔 할래?
혹시 다시 한 번 보내줄래?
확인했어
좋은 하루 보내
안녕!"
3373,일상 대화,"좋은 아침
배송은 빨라?
그거 말한 거 맞지??
알겠어!
땡큐!
좋은 하루 보내
좋은 저녁
가격 괜찮아?
그럼 몇 시가 좋아?!
넵"
3374,일상 대화,"하이
교수님 공지 봤어?
그럼 몇 시가 좋아??
확인했어
감사합니다
나중에 봐
오랜만
교수님 공지 봤어??
혹시 다시 한 번 보내줄래??
오케이"
3375,일상 대화,"좋은 저녁
그거 어디서 샀어?
그럼 몇 시가 좋아?
응응
땡큐
내일 보자
좋은 아침
그거 어디서 샀어?
혹시 다시 한 번 보내줄래??
알겠어"
3376,일상 대화,"오랜만
날씨 진짜 좋다
시간 괜찮아?
커피 한 잔 할래??
확인했어
조심히 들어가
안녕하세요
비 온대
뭐 해?
주말에 뭐 할 거야? ㅎㅎ"
3377,일상 대화,"안녕
과제 어디까지 했어?
그럼 몇 시가 좋아?
넵
덕분에 살았다
내일 보자 ㅎㅎ!
좋은 아침
교수님 공지 봤어?? ㅎㅎ!
혹시 다시 한 번 보내줄래? ㅎㅎ
오케이"
3378,일상 대화,"안녕
지금 어디야?
커피 한 잔 할래?
혹시 다시 한 번 보내줄래??
오케이
좋은 하루 보내
안녕하세요
바빠?
점심 뭐 먹을까?
그거 말한 거 맞지?
응응"
3379,일상 대화,"하이
과제 어디까지 했어? ㅎㅎ
정확히 뭐가 필요한 거야??
오케이
감사합니다 ㅎㅎ
내일 보자
하이
과제 어디까지 했어?
그거 말한 거 맞지?
오케이 ㅎㅎ"
3380,일상 대화,"좋은 아침
시간 괜찮아?
내일 잠깐 볼 수 있어?
장소는 어디로 할까?
좋아
조심히 들어가
안녕하세요
오늘 일정 어때?
주말에 뭐 할 거야?
정확히 뭐가 필요한 거야??"
3381,일상 대화,"안녕하세요
오늘 춥다
지금 어디야?
내일 잠깐 볼 수 있어?
좋아
그럼 이따 연락할게
오랜만
오늘 춥다
시간 괜찮아?
커피 한 잔 할래??"
3382,일상 대화,"안녕하세요
날씨 진짜 좋다
뭐 해?
커피 한 잔 할래?
오케이
좋은 하루 보내
오랜만!
오늘 춥다!
오늘 일정 어때?
오늘 저녁 시간 돼?
좋아"
3383,일상 대화,"좋은 저녁
교수님 공지 봤어?? ㅎㅎ
그럼 몇 시가 좋아?
넵
감사합니다
조심히 들어가 ㅎㅎ
좋은 아침
시험 범위 정리했어?
정확히 뭐가 필요한 거야?
응응!
덕분에 살았다"
3384,일상 대화,"안녕하세요 ㅎㅎ
추천해줄 만해??!
그럼 몇 시가 좋아??
확인했어
진짜 고마워
내일 보자!
안녕하세요
추천해줄 만해?
그거 말한 거 맞지?
알겠어
고마워!"
3385,일상 대화,"안녕하세요
그 건 일정 어떻게 돼??
장소는 어디로 할까??
응응
땡큐
나중에 봐
좋은 저녁 ㅎㅎ
그 건 일정 어떻게 돼??
혹시 다시 한 번 보내줄래?
응응!"
3386,일상 대화,"좋은 저녁
오늘까지 가능해?
그거 말한 거 맞지?
응응
덕분에 살았다
나중에 봐
하이
이번 주 마감 괜찮겠어??!
그거 말한 거 맞지?"
3387,일상 대화,"안녕하세요
시간 괜찮아??
오늘 저녁 시간 돼??
장소는 어디로 할까??
좋아
내일 보자
오랜만 ㅎㅎ
뭐 해??
주말에 뭐 할 거야?
그거 말한 거 맞지?"
3388,일상 대화,"좋은 아침!
비 온대
바빠??
주말에 뭐 할 거야?
오케이
좋은 하루 보내 ㅎㅎ
하이
오늘 춥다
뭐 해?
오늘 저녁 시간 돼??"
3389,일상 대화,"안녕하세요!
교수님 공지 봤어??
장소는 어디로 할까?
응응
진짜 고마워
조심히 들어가
안녕
교수님 공지 봤어?? ㅎㅎ
장소는 어디로 할까?
넵"
3390,일상 대화,"오랜만
수업 자료 봤어??
그럼 몇 시가 좋아?? ㅎㅎ
오케이
고마워!
좋은 하루 보내
오랜만
수업 자료 봤어?
장소는 어디로 할까? ㅎㅎ
확인했어"
3391,일상 대화,"오랜만 ㅎㅎ
지금 어디야?
오늘 저녁 시간 돼?
정확히 뭐가 필요한 거야?
확인했어
그럼 이따 연락할게
좋은 저녁
뭐 해??
오늘 저녁 시간 돼?
장소는 어디로 할까?"
3392,일상 대화,"좋은 저녁
파일 공유해줄 수 있어?
그거 말한 거 맞지??
확인했어
덕분에 살았다
내일 보자 ㅎㅎ
오랜만
오늘까지 가능해? ㅎㅎ
장소는 어디로 할까??
응응
땡큐
조심히 들어가 ㅎㅎ"
3393,일상 대화,"좋은 저녁 ㅎㅎ
비 온대
오늘 일정 어때?
주말에 뭐 할 거야?
오케이
그럼 이따 연락할게 ㅎㅎ
좋은 저녁!
비 온대
지금 어디야?
점심 뭐 먹을까? ㅎㅎ"
3394,일상 대화,"하이!
과제 어디까지 했어?!
장소는 어디로 할까?
알겠어 ㅎㅎ
덕분에 살았다 ㅎㅎ
나중에 봐
하이
과제 어디까지 했어?
혹시 다시 한 번 보내줄래??!
좋아
땡큐"
3395,일상 대화,"안녕
시간 괜찮아?
주말에 뭐 할 거야?
정확히 뭐가 필요한 거야?
응응
내일 보자
하이
뭐 해?
내일 잠깐 볼 수 있어??
장소는 어디로 할까??"
3396,일상 대화,"안녕하세요
오늘 일정 어때?
내일 잠깐 볼 수 있어?
혹시 다시 한 번 보내줄래?
알겠어
나중에 봐
좋은 아침!
지금 어디야?
커피 한 잔 할래??
혹시 다시 한 번 보내줄래??
알겠어
나중에 봐"
3397,일상 대화,"오랜만!
시험 범위 정리했어??
그거 말한 거 맞지?!
넵
고마워!
그럼 이따 연락할게
안녕
스터디 언제 할래?
정확히 뭐가 필요한 거야? ㅎㅎ
오케이"
3398,일상 대화,"안녕
그 건 일정 어떻게 돼??
혹시 다시 한 번 보내줄래?? ㅎㅎ
응응
덕분에 살았다
나중에 봐
하이
회의 자료 다 됐어?
그거 말한 거 맞지?
넵"
3399,일상 대화,"안녕
오늘 일정 어때?
커피 한 잔 할래?
혹시 다시 한 번 보내줄래? ㅎㅎ
오케이
나중에 봐
오랜만
지금 어디야?
오늘 저녁 시간 돼?? ㅎㅎ
그럼 몇 시가 좋아? ㅎㅎ"
3400,일상 대화,"좋은 아침
스터디 언제 할래??
혹시 다시 한 번 보내줄래?
알겠어
감사합니다
나중에 봐
안녕
교수님 공지 봤어??
그거 말한 거 맞지?"
3401,일상 대화,"좋은 아침
오늘 춥다
뭐 해?
오늘 저녁 시간 돼??
응응
좋은 하루 보내
안녕하세요
오늘 춥다
시간 괜찮아??
주말에 뭐 할 거야??"
3402,일상 대화,"오랜만
회의 자료 다 됐어? ㅎㅎ
그럼 몇 시가 좋아?
확인했어
진짜 고마워
조심히 들어가
오랜만
회의 자료 다 됐어?
장소는 어디로 할까??
확인했어
감사합니다
그럼 이따 연락할게"
3403,일상 대화,"좋은 아침
오늘까지 가능해?
그거 말한 거 맞지??
넵!
감사합니다
조심히 들어가
하이
그 건 일정 어떻게 돼?
정확히 뭐가 필요한 거야?
알겠어"
3404,일상 대화,"오랜만
스터디 언제 할래??
장소는 어디로 할까??
확인했어
감사합니다
나중에 봐
좋은 아침
과제 어디까지 했어?
혹시 다시 한 번 보내줄래?!
오케이
감사합니다!"
3405,일상 대화,"안녕
이번 주 마감 괜찮겠어??
혹시 다시 한 번 보내줄래?
좋아
덕분에 살았다
내일 보자 ㅎㅎ
좋은 저녁
이번 주 마감 괜찮겠어?
정확히 뭐가 필요한 거야?
알겠어
감사합니다 ㅎㅎ
조심히 들어가
안녕하세요!
이번 주 마감 괜찮겠어?
혹시 다시 한 번 보내줄래?"
3406,일상 대화,"오랜만
사이즈 어때?
장소는 어디로 할까??
확인했어
덕분에 살았다
나중에 봐
안녕!
그거 어디서 샀어??
혹시 다시 한 번 보내줄래?
확인했어"
3407,일상 대화,"오랜만!
그 건 일정 어떻게 돼??
장소는 어디로 할까??
확인했어
덕분에 살았다
조심히 들어가
안녕하세요
회의 자료 다 됐어??!
그럼 몇 시가 좋아?
응응 ㅎㅎ"
3408,일상 대화,"좋은 아침
바빠??
오늘 저녁 시간 돼??
그거 말한 거 맞지?
오케이
그럼 이따 연락할게
안녕하세요
시간 괜찮아?? ㅎㅎ
오늘 저녁 시간 돼? ㅎㅎ
그거 말한 거 맞지??
확인했어"
3409,일상 대화,"안녕하세요
과제 어디까지 했어?
정확히 뭐가 필요한 거야?!
좋아
진짜 고마워
좋은 하루 보내!
하이 ㅎㅎ
수업 자료 봤어?
혹시 다시 한 번 보내줄래??
좋아"
3410,일상 대화,"하이
오늘까지 가능해?
장소는 어디로 할까??
확인했어
고마워!!
그럼 이따 연락할게!
하이
오늘까지 가능해?
그럼 몇 시가 좋아??
오케이 ㅎㅎ
감사합니다"
3411,일상 대화,"하이
사이즈 어때?
정확히 뭐가 필요한 거야??
넵!
감사합니다
좋은 하루 보내
안녕
사이즈 어때??
혹시 다시 한 번 보내줄래?
오케이
덕분에 살았다"
3412,일상 대화,"좋은 저녁
비 온대
오늘 일정 어때?
내일 잠깐 볼 수 있어? ㅎㅎ
넵
나중에 봐 ㅎㅎ
안녕하세요
날씨 진짜 좋다!
바빠? ㅎㅎ
내일 잠깐 볼 수 있어?"
3413,일상 대화,"좋은 아침
시험 범위 정리했어?
그럼 몇 시가 좋아?
확인했어
덕분에 살았다
나중에 봐
하이
시험 범위 정리했어??
그거 말한 거 맞지??"
3414,일상 대화,"안녕
오늘까지 가능해?
장소는 어디로 할까?!
알겠어
고마워!
내일 보자
좋은 아침
오늘까지 가능해?
장소는 어디로 할까??
좋아"
3415,일상 대화,"좋은 저녁
그거 어디서 샀어?
그럼 몇 시가 좋아?
좋아 ㅎㅎ
고마워!
그럼 이따 연락할게
좋은 저녁
가격 괜찮아? ㅎㅎ
혹시 다시 한 번 보내줄래?
좋아
진짜 고마워
조심히 들어가"
3416,일상 대화,"하이
비 온대
지금 어디야? ㅎㅎ!
오늘 저녁 시간 돼?? ㅎㅎ
응응
나중에 봐
좋은 아침
비 온대
바빠?
커피 한 잔 할래??
알겠어"
3417,일상 대화,"오랜만
수업 자료 봤어?
혹시 다시 한 번 보내줄래?
확인했어
진짜 고마워
좋은 하루 보내
좋은 아침
스터디 언제 할래?
그거 말한 거 맞지??
좋아"
3418,일상 대화,"오랜만
파일 공유해줄 수 있어?
장소는 어디로 할까?
응응
땡큐
좋은 하루 보내
하이
오늘까지 가능해?
정확히 뭐가 필요한 거야?
확인했어"
3419,일상 대화,"안녕
과제 어디까지 했어?
혹시 다시 한 번 보내줄래?
넵
땡큐
내일 보자
좋은 저녁
스터디 언제 할래?
혹시 다시 한 번 보내줄래?
오케이
고마워! ㅎㅎ"
3420,일상 대화,"안녕하세요
시간 괜찮아?
오늘 저녁 시간 돼?
그럼 몇 시가 좋아??
응응
조심히 들어가
오랜만
뭐 해?
오늘 저녁 시간 돼?
정확히 뭐가 필요한 거야?
확인했어
그럼 이따 연락할게!"
3421,일상 대화,"오랜만
스터디 언제 할래? ㅎㅎ
장소는 어디로 할까?
오케이
고마워!
좋은 하루 보내
오랜만 ㅎㅎ
시험 범위 정리했어?
장소는 어디로 할까?
넵
덕분에 살았다 ㅎㅎ"
3422,일상 대화,"좋은 저녁
과제 어디까지 했어?
그럼 몇 시가 좋아?
넵
감사합니다
내일 보자!
좋은 아침
수업 자료 봤어?
그거 말한 거 맞지? ㅎㅎ
넵"
